filename,chunks,quarter,call_date
4q24-earnings-transcript.pdf,"['cib', 'report', 'net', 'incom', '', 'billion', 'revenu', '', 'billion', 'fee', 'yearonyear', 'rank', 'number', 'wallet', 'share', '', '', 'advisori', 'fee', 'benefit', 'larg', 'deal', 'share', 'growth', 'number', 'key', 'sector', 'underwrit', 'fee', 'meaning', 'debt', 'equiti', 'primarili', 'driven', 'favor', 'market', 'condit']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['term', 'outlook', 'overal', 'invest', 'bank', 'wallet', 'light', 'posit', 'momentum', 'remain', 'optimist', 'pipelin', 'payment', 'revenu', '', 'billion', 'yearonyear', 'exclud', 'equiti', 'invest', 'driven', 'higher', 'deposit', 'balanc', 'fee', 'growth', 'larg', 'offset', 'deposit', 'margin', 'compress', 'lend', 'revenu', '', 'billion', 'yearonyear', 'predominantli', 'driven', 'lower', 'loss', 'hedg', 'move', 'market', 'total', 'revenu', 'billion', 'yearonyear']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['fix', 'incom', 'better', 'perform', 'credit', 'well', 'continu', 'outperform', 'currenc', 'emerg', 'market', 'equiti', 'elev', 'client', 'activ', 'deriv', 'amid', 'increas', 'volatil', 'higher', 'trade', 'volum', 'cash', 'secur', 'servic', 'revenu', '', 'billion', 'yearonyear', 'driven', 'fee', 'growth', 'higher', 'client', 'activ', 'market', 'level', 'well', 'higher', 'deposit', 'balanc']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['expens', '', 'billion', 'yearonyear', 'predominantli', 'driven', 'higher', 'brokerag', 'technolog', 'legal', 'expens', 'averag', 'bank', 'payment', 'loan', 'yearonyear', 'sequenti', 'global', 'corpor', 'invest', 'bank', 'loan', 'quarteronquart', 'driven', 'paydown', 'lower', 'shortterm', 'financ', 'primarili', 'offset', 'new', 'origin', 'commerci', 'bank', 'middl', 'market', 'loan', 'also', 'driven', 'paydown', 'predominantli', 'offset', 'new', 'origin']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['commerci', 'real', 'estat', 'loan', 'flat', 'new', 'origin', 'offset', 'paydown', 'averag', 'client', 'deposit', 'yearonyear', 'sequenti', 'driven', 'underli', 'client', 'growth', 'final', 'credit', 'cost', 'million', 'driven', 'net', 'downgrad', 'activ', 'net', 'impact', 'chargeoff', 'larg', 'offset', 'reserv', 'releas', 'due', 'updat', 'certain', 'loss', 'assumpt', 'then', 'complet', 'line', 'busi', 'asset', 'wealth', 'manag', 'page']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['awm', 'report', 'net', 'incom', '', 'billion', 'pretax', 'margin', 'revenu', '', 'billion', 'yearonyear', 'predominantli', 'driven', 'growth', 'manag', 'fee', 'higher', 'averag', 'market', 'level', 'strong', 'net', 'inflow', 'well', 'higher', 'perform', 'fee', 'expens', '', 'billion', 'yearonyear', 'predominantli', 'driven', 'higher', 'compens', 'includ', 'revenuerel', 'compens', 'continu', 'growth', 'privat', 'bank', 'advisor', 'team', 'well', 'higher', 'distribut', 'fee']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['longterm', 'net', 'inflow', 'billion', 'quarter', 'posit', 'across', 'asset', 'class', 'liquid', 'saw', 'net', 'inflow', 'billion', 'quarter', 'billion', 'full', 'year', 'client', 'asset', 'net', 'inflow', 'billion', 'year', 'aum', 'trillion', 'client', 'asset', '', 'trillion', 'yearonyear', 'driven', 'continu', 'net', 'inflow', 'higher', 'market', 'level', 'final', 'loan', 'quarteronquart', 'deposit', 'quarteronquart']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['turn', 'corpor', 'page', 'corpor', 'report', 'net', 'incom', '', 'billion', 'revenu', 'billion', 'million', 'yearonyear', 'nii', 'billion', 'million', 'yearonyear', 'driven', 'impact', 'lower', 'rate', 'larg', 'offset', 'balanc', 'sheet', 'action', 'primarili', 'secur', 'reinvest', 'activ', 'nir', 'net', 'loss', 'million', 'compar', 'net', 'loss', 'million', 'prior', 'year', 'driven', 'lower', 'net', 'invest', 'secur', 'loss', 'quarter']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['expens', 'million', 'billion', 'yearonyear', 'predominantli', 'driven', 'absenc', 'fdic', 'special', 'assess', '', 'billion', 'prior', 'year', 'that', 'let', 'pivot', 'outlook', 'start', 'nii', 'page', 'expect', 'nii', 'market', 'approxim', 'billion', 'go', 'driver', 'usual', 'outlook', 'assum', 'rate', 'follow', 'forward', 'curv']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['worth', 'note', 'nii', 'decreas', 'driven', 'cut', 'expect', 'impact', 'basi', 'point', 'cut', 'back', 'half', '', 'see', 'page', 've', 'illustr', 'histor', 'trajectori', 'card', 'loan', 'growth', 'expect', 'healthi', 'card', 'loan', 'growth', 'year', 'pace', 'saw', 'tailwind', 'revolv', 'normal', 'larg', 'behind']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['turn', 'deposit', 'firmwid', 'deposit', 'stabil', 'expect', 'see', 'visibl', 'growth', 'trend', 'assert', 'second', 'half', '', 'notabl', 'alreadi', 'see', 'trend', 'consum', 'check', 'deposit', 'deposit', 'margin', 'expect', 'modest', 'compress', 'due', 'lower', 'rate', 'put', 'togeth', 'expect', 'nii', 'trough', 'could', 'sometim', 'middl', 'year', 'follow', 'growth', 'illustr', 'bottom', 'bar']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['complet', 'expect', 'firmwid', 'nii', 'approxim', 'billion', 'function', 'market', 'nii', 'increas', 'billion', 'think', 'primarili', 'offset', 'nir', 'final', 'want', 'point', 'start', 'quarter', 'includ', 'estim', 'earningsatrisk', 'earn', 'supplement', 'longer', 'wait', 'get', 'number', 'now', 'let', 'turn', 'expens', 'page']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['expect', 'sic', 'adjust', 'expens', 'billion', 'look', 'chart', 'middl', 'page', 'll', 'touch', 'driver', 'yearonyear', 'chang', 'note', 'consist', 'hear', 'recent', 'largest', 'increas', 'volumeand', 'revenuerel', 'expens', 'primarili', 'driven', 'expect', 'growth', 'auto', 'leas', 'well', 'capit', 'market', 'remind', 'come', 'higher', 'revenu']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['continu', 'hire', 'banker', 'advisor', 'support', 'busi', 'growth', 'well', 'expand', 'branch', 'network', 'increas', 'tech', 'spend', 'primarili', 'busi', 'driven', 'continu', 'invest', 'new', 'product', 'featur', 'custom', 'platform', 'well', 'modern', 'market', 'remain', 'driver', 'spend', 'continu', 'see', 'attract', 'opportun', 'result', 'strong', 'demand', 'engag', 'card', 'busi']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['final', 'explicitli', 'call', 'bar', 'inflat', 'remain', 'sourc', 'upward', 'pressur', 'alway', 'gener', 'effici', 'help', 'offset', 'let', 'turn', 'page', 'cover', 'credit', 'wrap', 'credit', 'expect', 'card', 'net', 'chargeoff', 'rate', 'line', 'previou', 'guidanc', 'approxim', '', 'close', 'anoth', 'year', 'record', 'revenu', 'net', 'incom', 're', 'proud', 'accomplish']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['look', 'ahead', 'still', 'expect', 'nii', 'normal', 'although', 'lesser', 'extent', 'previous', 'thought', 'take', 'step', 'back', 'think', 'import', 'acknowledg', 'tension', 'risk', 'uncertainti', 'environ', 'degre', 'optim', 'embed', 'asset', 'price', 'expect', 'context', 'remain', 'upbeat', 'strength', 'franchis', 'focus', 'prepar', 'wide', 'rang', 'scenario']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['final', 'let', 'say', 'word', 'wildfir', 'lo', 'angel', 'expect', 'much', 'financi', 'impact', 'presenc', 'area', 'across', 'three', 'line', 'busi', 're', 'keep', 'close', 'contact', 'custom', 'client', 'employe']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['offer', 'support', 'varieti', 'way', 'includ', 'waiv', 'consum', 'busi', 'bank', 'fee', 'well', 'make', 'contribut', 'local', 'relief', 'organ', 'offer', 'employe', 'donat', 'match', 'support', 'employe', 'volunt', 'effort', 'that', 'll', 'turn', 'jami', 'open', 'line', 'jami', 'dimon', 'chairman', 'chief', 'execut', 'offic', 'jpmorganchas', 'good', 'morn', 'everybodi']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['want', 'point', 'daniel', 'pinto', 'leav', 'compani', 'yet', 'bit', 'prematur', 'want', 'say', 'remiss', 'say', 'young', 'man', 'join', 'compani', 'year', 'old', 'argentina', 'ran', 'trade', 'argentina', 'ran', 'trade', 'latin', 'america', 'ran', 'global', 'emerg', 'market', 'trade', 'ran', 'fix', 'incom', 'trade', 'becam', 'cohead', 'invest', 'bank', 'sole', 'head', 'invest', 'bank', 'year']",4Q24,2025-01-15
4q24-earnings-transcript.pdf,"['whole', 'time', 'help', 'build', 'one', 'great', 'invest', 'bank', 'world', 'then', 'obvious', 'presid', 'five', 'year', 'more', 'great', 'partner', 'mine', 'trust', 'everyon', 'compani', 're', 'thrill', 'skill', 'talent', 'go', 'forward', 'want', 'recogn', 'contribut', 'made', 'jeremi', 'barnum', 'chief', 'financi', 'offic', 'jpmorganchas', 'great', 'right', 'let', 'question']",4Q24,2025-01-15
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['q', 'financi', 'result', 'earn', 'call', 'transcript', 'octob', 'manag', 'discuss', 'section', 'oper', 'good', 'morn', 'ladi', 'gentlemen', 'welcom', 'jpmorganchas', 'third', 'quarter', 'earn', 'call', 'call', 'record', 'line', 'mute', 'durat', 'call', 'live', 'present', 'present', 'avail', 'jpmorganchas', 'websit', 'pleas', 'refer', 'disclaim', 'back', 'concern', 'forwardlook', 'statement', 'pleas', 'stand']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['time', 'would', 'like', 'turn', 'call', 'jpmorganchas', 'chairman', 'ceo', 'jami', 'dimon', 'chief', 'financi', 'offic', 'jeremi', 'barnum', 'mr', 'barnum', 'pleas', 'ahead', 'jeremi', 'barnum', 'chief', 'financi', 'offic', 'jpmorgan', 'chase', 'co', 'thank', 'good', 'morn', 'everyon', 'firm', 'report', 'net', 'incom', '', 'billion', 'ep', '', 'revenu', '', 'billion', 'rotc', 'touch', 'coupl', 'highlight']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['ccb', 'rank', 'number', 'one', 'retail', 'deposit', 'share', 'fourth', 'straight', 'year', 'cib', 'fee', 'market', 'revenu', 'notabl', 'yearonyear', 'reflect', 'strength', 'across', 'franchis', 'awm', 'record', 'quarterli', 'revenu', 'record', 'longterm', 'flow', 'now', 'turn', 'page', 'firmwid', 'result', 'firm', 'report', 'revenu', '', 'billion', '', 'billion', 'yearonyear', 'nii']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['market', 'million', 'driven', 'impact', 'balanc', 'sheet', 'mix', 'secur', 'reinvest', 'higher', 'revolv', 'balanc', 'card', 'higher', 'wholesal', 'deposit', 'balanc', 'predominantli', 'offset', 'lower', 'deposit', 'balanc', 'bank', 'wealth', 'manag', 'deposit', 'margin', 'compress', 'nir', 'market', '', 'billion', 'exclud', 'prior', 'year', 'net', 'invest', 'secur', 'loss', 'higher', 'asset', 'manag', 'invest', 'bank', 'fee']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['market', 'revenu', 'million', 'yearonyear', 'expens', '', 'billion', 'million', 'yearonyear', 'driven', 'compens', 'includ', 'revenuerel', 'compens', 'growth', 'employe', 'partial', 'offset', 'lower', 'legal', 'expens', 'credit', 'cost', '', 'billion', 'reflect', 'net', 'chargeoff', '', 'billion', 'net', 'reserv', 'build', 'billion', 'includ', 'million', 'consum', 'primarili', 'card', 'million', 'wholesal']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['net', 'chargeoff', 'million', 'yearonyear', 'predominantli', 'driven', 'card', 'balanc', 'sheet', 'capit', 'page', 'end', 'quarter', 'cet', 'ratio', '', 'flat', 'versu', 'prior', 'quarter', 'net', 'incom', 'oci', 'gain', 'offset', 'capit', 'distribut', 'higher', 'rwa', 'quarter', 'rwa', 'reflect', 'higher', 'lend', 'activ', 'well', 'higher', 'client', 'activ', 'market', 'move', 'trade', 'side']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['', 'billion', 'net', 'common', 'share', 'repurchas', 'quarter', 'part', 'reflect', 'deploy', 'proce', 'sale', 'visa', 'share', 'previous', 'mention', 'now', 'let', 'busi', 'start', 'ccb', 'page', 'ccb', 'report', 'net', 'incom', '', 'billion', 'revenu', '', 'billion', 'yearonyear']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['bank', 'wealth', 'manag', 'revenu', 'yearonyear', 'reflect', 'deposit', 'margin', 'compress', 'lower', 'deposit', 'partial', 'offset', 'growth', 'wealth', 'manag', 'revenu', 'averag', 'deposit', 'yearonyear', 'sequenti', 're', 'see', 'slowdown', 'custom', 'yieldseek', 'activ', 'includ', 'volum', 'expect', 'deposit', 'rel', 'flat', 'remaind', 'year']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['client', 'invest', 'asset', 'yearonyear', 'driven', 'market', 'perform', 'continu', 'see', 'strong', 'referr', 'new', 'wealth', 'manag', 'client', 'branch', 'network', 'home', 'lend', 'revenu', 'yearonyear', 'driven', 'higher', 'nii', 'partial', 'offset', 'lower', 'servic', 'product', 'revenu', 'turn', 'card', 'servic', 'auto', 'revenu', 'yearonyear', 'driven', 'higher', 'card', 'nii', 'higher', 'revolv', 'balanc']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['card', 'outstand', 'due', 'strong', 'account', 'acquisit', 'continu', 'normal', 'revolv', 'auto', 'origin', 'billion', 'maintain', 'strong', 'margin', 'highqual', 'credit', 'expens', '', 'billion', 'yearonyear', 'predominantli', 'driven', 'higher', 'field', 'technolog', 'compens', 'well', 'growth', 'market']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['term', 'credit', 'perform', 'quarter', 'credit', 'cost', '', 'billion', 'driven', 'card', 'reflect', 'net', 'chargeoff', '', 'billion', 'million', 'yearonyear', 'net', 'reserv', 'build', 'million', 'predominantli', 'higher', 'revolv', 'balanc', 'next', 'commerci', 'invest', 'bank', 'page', 'cib', 'report', 'net', 'incom', '', 'billion', 'revenu', 'billion', 'fee', 'yearonyear', 'rank', 'number', 'one', 'yeartod', 'wallet', 'share', '']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['advisori', 'fee', 'benefit', 'close', 'larg', 'deal', 'underwrit', 'fee', 'meaning', 'debt', 'equiti', 'primarili', 'driven', 'favor', 'market', 'condit', 'light', 'posit', 'momentum', 'throughout', 'year', 're', 'optimist', 'pipelin', 'regulatori', 'environ', 'geopolit', 'situat', 'continu', 'sourc', 'uncertainti']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['payment', 'revenu', '', 'billion', 'yearonyear', 'driven', 'fee', 'growth', 'higher', 'deposit', 'balanc', 'larg', 'offset', 'margin', 'compress', 'move', 'market', 'total', 'revenu', '', 'billion', 'yearonyear', 'fix', 'incom', 'flat', 'reflect', 'outperform', 'currenc', 'emerg', 'market', 'lower', 'revenu', 'rate', 'equiti', 'reflect', 'strong', 'perform', 'across', 'region', 'larg', 'driven', 'support', 'trade', 'environ', 'us', 'increas', 'latequart', 'activ', 'asia']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['secur', 'servic', 'revenu', '', 'billion', 'yearonyear', 'larg', 'driven', 'fee', 'growth', 'higher', 'market', 'level', 'volum', 'expens', '', 'billion', 'yearonyear', 'lower', 'legal', 'expens', 'predominantli', 'offset', 'higher', 'revenuerel', 'compens', 'growth', 'employe', 'well', 'higher', 'technolog', 'spend', 'averag', 'bank', 'payment', 'loan', 'yearonyear', 'sequenti']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['middl', 'market', 'larg', 'corpor', 'client', 'segment', 'continu', 'see', 'soft', 'new', 'loan', 'demand', 'revolv', 'util', 'part', 'due', 'client', 'access', 'recept', 'capit', 'market', 'multifamili', 'see', 'encourag', 'sign', 'loan', 'origin', 'longterm', 'rate', 'fall', 'expect', 'overal', 'growth', 'remain', 'mute', 'near', 'term', 'origin', 'offset', 'payoff', 'activ']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['averag', 'client', 'deposit', 'yearonyear', 'sequenti', 'primarili', 'driven', 'growth', 'larg', 'corpor', 'payment', 'secur', 'servic', 'final', 'credit', 'cost', 'million', 'driven', 'higher', 'net', 'lend', 'activ', 'includ', 'market', 'downgrad', 'partial', 'offset', 'improv', 'macroeconom', 'variabl', 'complet', 'line', 'busi', 'awm', 'page', 'asset', 'wealth', 'manag', 'report', 'net', 'incom', '', 'billion', 'pretax', 'margin']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['quarter', 'revenu', '', 'billion', 'yearonyear', 'driven', 'growth', 'manag', 'fee', 'higher', 'averag', 'market', 'level', 'strong', 'net', 'inflow', 'invest', 'valuat', 'gain', 'compar', 'loss', 'prioryear', 'higher', 'brokerag', 'activ', 'partial', 'offset', 'deposit', 'margin', 'compress']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['expens', '', 'billion', 'yearonyear', 'predominantli', 'driven', 'higher', 'compens', 'includ', 'revenuerel', 'compens', 'continu', 'growth', 'privat', 'bank', 'advisor', 'team', 'well', 'higher', 'distribut', 'fee', 'legal', 'expens', 'quarter', 'longterm', 'net', 'inflow', 'billion', 'led', 'fix', 'incom', 'equiti', 'liquid', 'saw', 'net', 'inflow', 'billion']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['aum', '', 'trillion', 'client', 'asset', '', 'trillion', 'yearonyear', 'driven', 'higher', 'market', 'level', 'continu', 'net', 'inflow', 'final', 'loan', 'quarteronquart', 'deposit', 'quarteronquart', 'turn', 'corpor', 'page', 'corpor', 'report', 'net', 'incom', '', 'billion', 'revenu', '', 'billion', '', 'billion', 'yearonyear']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['nii', '', 'billion', 'million', 'yearonyear', 'predominantli', 'driven', 'impact', 'balanc', 'sheet', 'mix', 'secur', 'reinvest', 'includ', 'prior', 'quarter', 'nir', 'net', 'gain', 'million', 'compar', 'net', 'loss', 'million', 'prior', 'year', 'predominantli', 'driven', 'lower', 'net', 'invest', 'secur', 'loss', 'quarter', 'expens', 'million', 'million', 'yearonyear', 'finish', 'let', 'turn', 'outlook', 'page', 'expect', 'nii']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['market', 'approxim', '', 'billion', 'total', 'nii', 'approxim', '', 'billion', 'outlook', 'adjust', 'expens', '', 'billion', 'given', 'year', 'includ', 'page', 'impli', 'fourth', 'quarter', 'guidanc', 'nii', 'adjust', 'expens', 'note', 'nii', 'number', 'impli', 'million', 'market', 'nii', 'fourth', 'quarter', 'credit', 'continu', 'expect', 'card', 'net', 'chargeoff', 'rate', 'approxim', '']",3Q24,2024-10-11
jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,"['wrap', 're', 'pleas', 'anoth', 'quarter', 'strong', 'oper', 'perform', 'look', 'ahead', 'next', 'quarter', 'expect', 'result', 'somewhat', 'challeng', 'normal', 'continu', 'remain', 'upbeat', 'focus', 'execut', 'order', 'continu', 'deliv', 'excel', 'return', 'cycl', 'that', 'let', 'open', 'line']",3Q24,2024-10-11
jpm-2q24-earnings-call-transcript-final.pdf,"['q', 'financi', 'result', 'earn', 'call', 'transcript', 'juli', 'manag', 'discuss', 'section', 'oper', 'good', 'morn', 'ladi', 'gentlemen', 'welcom', 'jpmorgan', 'chase', 'second', 'quarter', 'earn', 'call', 'call', 'record', 'line', 'mute', 'durat', 'call', 'live', 'present', 'present', 'avail', 'jpmorgan', 'chase', 'websit', 'pleas', 'refer', 'disclaim', 'back', 'concern', 'forwardlook', 'statement', 'pleas', 'standbi']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['time', 'would', 'like', 'turn', 'call', 'jpmorgan', 'chase', 'chief', 'financi', 'offic', 'jeremi', 'barnum', 'mr', 'barnum', 'pleas', 'ahead', 'jeremi', 'barnum', 'chief', 'financi', 'offic', 'jpmorgan', 'chase', 'co', 'thank', 'you', 'good', 'morn', 'everyon', 'firm', 'report', 'net', 'incom', '', 'billion', 'ep', '', 'revenu', 'billion', 'rotc', 'result', 'includ', '', 'billion', 'net', 'gain', 'relat', 'visa', 'share', 'billion', 'foundat', 'contribut', 'appreci', 'visa', 'stock']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['also', 'includ', 'million', 'net', 'invest', 'secur', 'loss', 'corpor', 'exclud', 'item', 'firm', 'net', 'incom', '', 'billion', 'ep', '', 'rotc', 'touch', 'coupl', 'highlight', 'cib', 'fee', 'yearonyear', 'quarteronquart', 'market', 'revenu', 'yearonyear']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['ccb', 'record', 'number', 'firsttim', 'investor', 'strong', 'custom', 'acquisit', 'across', 'check', 'account', 'card', 've', 'continu', 'see', 'strong', 'net', 'inflow', 'across', 'awm', 'now', 'give', 'detail', 'result', 'want', 'mention', 'start', 'quarter', 'longer', 'explicitli', 'call', 'first', 'republ', 'contribut', 'present', 'go', 'forward', 'll', 'specif', 'call', 'meaning', 'driver', 'yearonyear', 'comparison']",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,"['remind', 'acquir', 'first', 'republ', 'may', 'last', 'year', 'prioryear', 'quarter', 'two', 'month', 'first', 'republ', 'result', 'compar', 'full', 'three', 'month', 'quarter', 'also', 'prioryear', 'quarter', 'expens', 'corpor', 'wherea', 'primarili', 'relev', 'line', 'busi', 'now', 'turn', 'page', 'firmwid', 'result', 'firm', 'report', 'revenu', 'billion', '', 'billion', 'yearonyear']",2Q24,2024-07-12
