file_name,chunks,quarter
video_2024_Q1_1,"['first', 'doubl', 'digit', 'revenu', 'increas', 'driven', 'good', 'perform', 'nni', 'fi', 'region', 'grow', 'yearonyear', 'especi', 'europ', 'south', 'america', 'second', 'costundercontrol', 'flat', 'real', 'term', 'benefit', 'transform', 'unit', 'offset', 'impact', 'inflat', 'salari', 'invest', 'third', 'provis', 'drop', 'slightli', 'cost', 'risk', 'fairli', 'stabl', 'comfort', 'level', 'across', 'group']",2024 Q1
video_2024_Q1_1,"['execut', 'strategi', 'drive', 'profit', 'improv', 'growth', 'increas', '', 'consum', 'work', 'becom', 'partner', 'choic', 'custom', 'offer', 'bestinclass', 'global', 'solut', 'integr', 'partner', 'process', 'last', 'year', 'launch', 'new', 'digit', 'onboard', 'peerdirect', 'outofplay', 'receiv', 'well', 'allow', 'custom', 'compet', 'vehicl', 'acquisit', 'financ', 'fulli', 'onlin']",2024 Q1
video_2024_Q1_1,"['also', 'progress', 'wellon', 'simplif', 'autom', 'support', 'basispoint', 'declin', 'cost', 'total', 'volum', 'ratio', 'deploy', 'global', 'platform', 'key', 'scale', 'busi', 'reduc', 'cost', 'serv', 'improv', 'profit', 'recent', 'announc', 'launch', 'open', 'bank', 'north', 'america', 'year', 'result', 'nation', 'deposit', 'gather', 'platform']",2024 Q1
video_2024_Q1_1,"['consum', 'also', 'deliv', 'oper', 'leverag', 'oper', 'incom', 'grow', 'yearonyear', 'driven', 'follow', 'three', 'element', 'first', 'increas', 'revenu', 'due', 'posit', 'commerci', 'dynam', 'volum', 'growth', 'mainli', 'europ', 'brazil', 'good', 'ii', 'perform', 'figur', 'mainli', 'insur', 'second', 'cost', 'drop', 'real', 'term', 'result', 'execut', 'strategi', 'effici', 'plan', 'implement', 'last', 'year', 'complex', 'interest', 'rate', 'environ']",2024 Q1
video_2024_Q1_1,"['third', 'provis', 'increas', 'yearonyear', 'mainli', 'due', 'expect', 'cost', 'risk', 'normal', 'busi', 'europ', 'though', 'still', 'histor', 'averag', 'well', 'impact', 'volum', 'regul', 'last', 'year', 'start', 'priorit', 'profit', 'volum', 'reinat', 'high', 'rawa']",2024 Q1
video_2024_Q1_1,"['increas', 'volum', 'good', 'profit', 'level', 'new', 'busi', 'make', 'confid', 'profit', 'grow', 'close', 'doubledeget', 'yearonyear', 'end', 'even', 'normal', 'expect', 'provis', 'see', 'build', 'worldclass', 'cib', 'busi', 'help', 'client', 'leverag', 'strength', 'grow', 'profit', 'maintain', 'time', 'risk', 'profil', 'well', 'control']",2024 Q1
video_2024_Q1_1,"['deepen', 'client', 'relationship', 'increas', 'capabl', 'build', 'area', 'expertis', 'acceler', 'growth', 'across', 'region', 'good', 'start', 'year', 'strong', 'pipelin', 'market', 'also', 'perform', 'strongli', 'across', 'asset', 'class', 'result', 'revenu', 'cib', 'grew', 'yearonyear']",2024 Q1
video_2024_Q1_1,"['also', 'continu', 'expand', 'strengthen', 'center', 'expertis', 'includ', 'key', 'industri', 'group', 'synergi', 'transit', 'healthcar', 'other', 'product', 'team', 'ecm', 'time', 'activ', 'capit', 'manag', 'continu', 'support', 'greattreat', 'organ', 'high', 'profit', 'level', 'busi', 'cib', 'capitalwid', 'much', 'link', 'custom', 'fee', 'grow', 'good', 'pace', 'yearonyear']",2024 Q1
video_2024_Q1_1,"['cib', 'good', 'result', 'revenu', 'yearonyear', 'even', 'record', 'make', 'best', 'quarter', 'ever', 'busi', 'almost', 'growth', 'came', 'custom', 'flow', 'mainli', 'support', 'strong', 'perform', 'global', 'market', 'global', 'bank', 'global', 'debt', 'financ', 'corpor', 'financ', 'addit', 're', 'invest', 'expand', 'busi', 'drive', 'addit', 'effici', 'gain', 'improv', 'profit']",2024 Q1
video_2024_Q1_1,"['world', 'manag', 'insur', 'continu', 'journey', 'build', 'best', 'privat', 'bank', 'insur', 'manag', 'europ', 'america', 'first', 'euromoney', 'name', 'best', 'privat', 'bank', 'time', 'best', 'intern', 'privat', 'bank', 'eight', 'countri', 'second', 'major', 'driver', 'growth', 'wealth', 'collabor', 'busi', 'especi', 'retail', 'cib', 'captur', 'network', 'benefit']",2024 Q1
video_2024_Q1_1,"['third', 'develop', 'global', 'platform', 'across', 'three', 'busi', 'digit', 'distribut', 'advisori', 'capabl', 'improv', 'custom', 'experi', 'promot', 'growth', 'one', 'exampl', 'develop', 'global', 'invest', 'platform', 'began', 'enabl', 'client', 'manag', 'kind', 'invest', 'across', 'countri']",2024 Q1
video_2024_Q1_1,"['summari', 'custom', 'experi', 'effici', 'time', 'market', 'improv', 'acceler', 'growth', 'help', 'maintain', 'high', 'profit', 'level', 'tribut', 'profit', 'grew', 'doubl', 'digit', 'back', 'strong', 'privat', 'bank', 'activ', 'favor', 'interest', 'rate', 'environ', 'total', 'fee', 'contribut', 'santa', 'rsa', 'manag', 'insur', 'grow', 'close', 'doubl', 'digit', 'cost', 'remain', 'fairli', 'stabl', 'real', 'term']",2024 Q1
video_2024_Q1_1,"['result', 'effici', 'improv', 'four', 'point', 'yearonyear', 'rotor', 'rose', 'nine', 'point', 'percent', 'final', 'payment', 'uniqu', 'posit', 'side', 'valu', 'chain', 'issu', 'manag', 'hundr', 'million', 'cart', 'groupwid', 'merchantacquir', 'gain', 'market', 'share', 'friend', 'strengthen', 'get', 'valueproposit', 'custom', 'continu', 'product', 'develop', 'greater', 'offer', 'valuead', 'servic']",2024 Q1
video_2024_Q1_1,"['growth', 'activ', 'merchant', 'particularli', 'strong', 'countri', 'gednet', 'mostli', 'roll', 'out', 'chile', 'spain', 'portug', 'continu', 'migrat', 'signific', 'volum', 'payment', 'pagonex', 'global', 'platform', 'leverag', 'group', 'scale', 'around', 'one', 'billion', 'annual', 'transact', 'alreadi', 'run', 'new', 'global', 'platform', 'expect', 'doubl', 'volum', 'end', 'year', 'also', 'start', 'deploy', 'plart', 'global', 'card', 'platform']",2024 Q1
video_2024_Q1_1,"['', 'debit', 'card', 'manag', 'alreadi', 'plart', 'start', 'migrat', 'debit', 'portfolio', '', 'million', 'cart', 'dualrun', 'brazil', 'launch', 'friendsomefamili', 'pilot', 'chile', 'financi', 'perform', 'perspect', 'payment', 'deliv', 'strong', 'quarter', 'goodordelin', 'revenu', 'trend', 'busi', 'combin', 'posit', 'perform', 'provis', 'cart', 'drop', 'yearendyear', 'profit', 'growth']",2024 Q1
video_2024_Q1_1,"['final', 'pagonex', 'aveda', 'margin', 'reach', 'show', 'good', 'progress', 'toward', 'reach', 'target', 'set', 'last', 'investor', 'day', 'cost', 'effici', 'capit', 'optim', 'continu', 'drive', 'profit', 'come', 'quarter', 'mention', 'open', 'remark', 'result', 'strategi', 'strong', 'first', 'quarter', 'align', 'new', 'phase', 'sharehold', 'valu', 'creation']",2024 Q1
video_2024_Q1_1,"['led', 'outstand', 'profit', 'growth', 'doubledeach', 'sharehold', 'valu', 'creation', 'fourth', 'consecut', 'quarter', 'mention', 'earlier', 'roto', '', 'analyz', 'spanish', 'bank', 'levi', 'basi', 'point', 'yearendyear', 'reflect', 'high', 'level', 'new', 'busi', 'profit', 'aveda', 'per', 'share', 'rose', 'cent', 'yearendyear', 'support', 'strong', 'profit', 'gener', 'lower', 'number', 'share', 'follow', 'buyback', 'program', 'still', 'execut']",2024 Q1
video_2024_Q1_1,"['final', 'quarter', 'deliv', 'growth', 'sharehold', 'valu', 'creation', 'reflect', 'disciplin', 'capit', 'alloc', 'impact', 'share', 'buyback', 'buyback', 'continu', 'one', 'effect', 'way', 'gener', 'valu', 'sharehold', 'includ', 'full', 'share', 'buyback', 'current', 'underway', 'bought', 'back', 'around', 'stand', 'share', 'last', 'three', 'year', 'provid', 'return', 'invest', 'approxim', 'sharehold']",2024 Q1
video_2024_Q1_1,"['leav', 'jo', 'cfo', 'detail', 'cartelleaf', 'financi', 'perform', 'pleas', 'jo', 'jo', 'thank', 'you', 'ektor', 'good', 'morn', 'everyon', 'll', 'detail', 'group', 'capit', 'perform']",2024 Q1
video_2024_Q1_1,"['let', 'first', 'rememb', 'present', 'growth', 'rate', 'current', 'constant', 'euro', 'also', 'full', 'impact', 'argentin', 'peso', 'evalu', 'last', 'decemb', 'whole', 'year', 'account', 'fourth', 'quarter', 'introduc', 'distort', 'quarter', 'quarter', 'let', 'also', 'cector', 'mention', 'highlight', 'present', 'constant', 'present', 'constant', 'constant', 'mean', 'local', 'currenc', 'countri', 'argentina']",2024 Q1
video_2024_Q1_1,"['argentina', 'current', 'that', 'tri', 'avoid', 'impact', 'hyperinfl', 'also', 'thi', 'lower', 'growth', 'rate', 'show', 'constant', 'instanc', 'net', 'profit', 'instead', 'grow', 'argentina', 'constant', 'grow', 'nia', 'grow', 'instead', 'fee', 'would', 'instead', 'total', 'revenu', 'would', 'increas', 'instead']",2024 Q1
video_2024_Q1_1,"['tri', 'transpar', 'tri', 'show', 'underli', 'perform', 'busi', 'without', 'take', 'account', 'impact', 'hyperinfl', 'argentina', 'let', 'main', 'compon', 'cector', 'said', 'report', 'except', 'result', 'first', 'quarter']",2024 Q1
video_2024_Q1_1,"['start', 'see', 'benefit', 'transform', 'program', 'term', 'oper', 'leverag', 'retail', 'consum', 'obvious', 'posit', 'momentum', 'experienc', 'europ', 'latin', 'america', 'time', 'revenu', 'grew', 'actual', 'look', 'custom', 'revenu', 'support', 'strong', 'niai', 'highest', 'quarterli', 'fee', 'incom', 'histori', 'cost', 'fairli', 'stabl', 'third', 'quarter', 'row', 'net', 'oper', 'incom', 'grew', 'yearandyear']",2024 Q1
video_2024_Q1_1,"['cost', 'risk', 'remain', 'fairli', 'stabl', 'support', 'strong', 'labor', 'market', 'risk', 'manag', 'provis', 'increas', 'slightli', 'due', 'expect', 'normal', 'countri', 'see', 'asequ', 'pressur', 'anywher', 'addit', 'higher', 'impact', 'tax', 'yearandyear']",2024 Q1
video_2024_Q1_1,"['driven', 'mainli', 'stronger', 'perform', 'brazil', 'higher', 'effect', 'tax', 'rate', 'group', 'averag', 'also', 'fact', 'temporari', 'live', 'spain', 'tax', 'deduct', 'corpor', 'tax', 'level', 'full', 'impact', 'tax', 'live', 'spain', 'account', 'first', 'quarter', 'higher', 'last', 'year']",2024 Q1
video_2024_Q1_1,"['see', 'right', 'hand', 'side', 'exclud', 'impact', 'profit', 'would', 'increas', 'yearonyear', 'quarteronquart', 'would', 'anoth', 'record', 'high', 'let', 'break', 'start', 'revenu', 'strong', 'growth', 'driven', 'custom', 'revenu', 'again', 'quarter', 'made', 'total', 'revenu', 'explain', 'almost', 'growth', 'quarter', 'yearonyear', 'revenu', 'increas', 'busi', 'region', 'contribut']",2024 Q1
video_2024_Q1_1,"['growth', 'primarili', 'support', 'retail', 'busi', 'grow', 'doubl', 'rate', 'good', 'perform', 'net', 'interest', 'incom', 'fee', 'across', 'region', 'consum', 'driven', 'good', 'profit', 'level', 'new', 'busi', 'strong', 'volum', 'growth', 'europ', 'latin', 'america', 'civ', 'also', 'great', 'perform', 'revenu', 'reach', 'alltim', 'high', 'quarter', 'back', 'outstand', 'perform']",2024 Q1
video_2024_Q1_1,"['also', 'deliv', 'doubledeyear', 'revenu', 'growth', 'wealth', 'driven', 'solid', 'commerci', 'activ', 'privat', 'bank', 'asset', 'manag', 'payment', 'also', 'show', 'good', 'underli', 'trend', 'yearonyear', 'pagan', 'extankard', 'grow', 'exclud', 'onetim', 'posit', 'impact', 'record', 'brazil', 'first', 'quarter', 'last', 'year', 'ektor', 'explain', 'final', 'corpor', 'center', 'high', 'liquid', 'buffer', 'remuner', 'compens', 'neg', 'impact', 'hedg']",2024 Q1
video_2024_Q1_1,"['revenu', 'growth', 'came', 'niai', 'contribut', 'continu', 'grow', 'quarter', 'particularli', 'retail', 'consum', 'repres', 'group', 'sennai', 'went', 'yearonyear', 'back', 'activ', 'price', 'manag', 'retail', 'europ', 'especi', 'deposit', 'also', 'mexico', 'benefit', 'neg', 'sensit', 'rate', 'south', 'america', 'retail', 'consum', 'fact', 'forward', 'rate', 'curv', 'europ', 'bit', 'higher']",2024 Q1
video_2024_Q1_1,"['term', 'profit', 'improv', 'net', 'interest', 'margin', 'yearonyear', 'even', 'exclud', 'argentina', 'mainli', 'explain', 'high', 'yield', 'asset', 'activ', 'manag', 'credit', 'spread', 'take', 'interest', 'rate', 'environ']",2024 Q1
video_2024_Q1_1,"['gain', 'credit', 'yield', 'outweigh', 'higher', 'fund', 'cost', 'abl', 'contain', 'thank', 'disciplin', 'posit', 'remuner', 'europ', 'posit', 'rep', 'write', 'downward', 'brazil', 'lead', 'notabl', 'margin', 'expans', 'countri', 'saw', 'slight', 'increas', 'beta', 'quarter', 'go', 'forward', 'expect', 'posit', 'momentum', 'europ', 'continu']",2024 Q1
video_2024_Q1_1,"['expect', 'benefit', 'interest', 'rate', 'cut', 'south', 'america', 'expect', 'improv', 'consum', 'busi', 'throughout', 'year', 'boost', 'high', 'profit', 'level', 'new', 'origin', 'result', 'good', 'nii', 'outlook', 'year', 'context', 'lowfinch', 'incom', 'growth', 'gener', 'subdu', 'loan', 'demand', 'weaker', 'consum', 'activ', 'gener', 'record', 'net', 'fee', 'incom', '', 'billion', 'quarter']",2024 Q1
video_2024_Q1_1,"['even', 'exclud', 'argentina', 'grow', 'strongli', 'quarter', 'quarter', 'despit', 'strong', 'season', 'payment', 'fourth', 'quarter', 'also', 'deliv', 'solid', 'growth', 'yearonyear', 'support', 'busi']",2024 Q1
video_2024_Q1_1,"['retail', 'grow', 'driven', 'mostli', 'higher', 'activ', 'brazil', 'outstand', 'perform', 'consum', 'fuel', 'insur', 'civ', 'also', 'grow', 'high', 'level', 'first', 'quarter', 'last', 'year', 'especi', 'back', 'strong', 'dynam', 'dcm', 'customerrel', 'market', 'activ', 'wealth', 'also', 'great', 'perform', 'particularli', 'privat', 'bank', 'higher', 'volum', 'asset', 'manag', 'protect', 'busi', 'busi', 'perform', 'insur']",2024 Q1
video_2024_Q1_1,"['payment', 'impact', 'usual', 'season', 'christma', 'black', 'friday', 'fourth', 'quarter', 'aforement', 'onetim', 'posit', 'fee', 'record', 'first', 'quarter', 'brazil', 'term', 'effici', 'signific', 'improv', 'ratio', '', 'remain', 'amongst', 'best', 'sector', 'alreadi', 'mention', 'structur', 'save', 'transform', 'alreadi', 'becom', 'evid', 'term', 'oper', 'leverag', 'especi', 'retail', 'consum']",2024 Q1
video_2024_Q1_1,"['score', 'remain', 'stabl', 'around', '', 'billion', 'last', 'three', 'four', 'quarter', 'averag', 'inflat', 'continu', 'gradual', 'declin', 'across', 'footprint', 'drop', 'year', 'ago', 'fourth', 'quarter', 'abl', 'maintain', 'cost', 'fairli', 'flat', 'year', 'term', 'real', 'term', 'despit', 'lack', 'effect', 'high', 'inflat', 'salari', 'cost', 'invest', 'transform']",2024 Q1
video_2024_Q1_1,"['busi', 'remain', 'well', 'control', 'retail', 'consum', 'wealth', 'repres', 'total', 'cost', 'base', 'howev', 'total', 'cost', 'rose', 'reflect', 'strategi', 'reinforc', 'cab', 'franchis', 'develop', 'global', 'payment', 'platform', 'expect', 'structur', 'oper', 'leverag', 'new', 'oper', 'model', 'becom', 'even', 'evid', 'come', 'quarter', 'year']",2024 Q1
video_2024_Q1_1,"['credit', 'qualiti', 'mention', 'sign', 'pressur', 'term', 'liquid', 'remain', 'robust', 'cost', 'risk', 'fairli', 'flat', 'quarter', 'across', 'footprint', 'line', 'expect', 'global', 'busi', 'credit', 'qualiti', 'remain', 'stabl', 'low', 'level', 'quarter', 'retail', 'repres', 'group', 'longlost', 'provis', 'lie', 'trend', 'across', 'differ', 'countri']",2024 Q1
video_2024_Q1_1,"['cost', 'risk', 'improv', 'spain', 'remain', 'low', 'level', 'mexico', 'continu', 'normal', 'line', 'expect', 'consum', 'repres', 'around', 'group', 'longlost', 'provis', 'cost', 'risk', 'normal', '', 'also', 'line', 'expect', 'still', 'histor', 'averag', 'dcb', 'europ', 'still', 'point', 'level']",2024 Q1
video_2024_Q1_1,"['go', 'forward', 'confid', 'cost', 'risk', 'remain', 'around', '', 'trend', 'consum', 'mexico', 'toward', 'normal', 'level', 'expect', 'offset', 'better', 'perform', 'retail', 'especi', 'brazil', 'improv', 'mostli', 'second', 'half', 'year', 'spain', 'stabl', 'also', 'remain', 'low', 'level']",2024 Q1
video_2024_Q1_1,"['close', 'capit', 'fulli', 'load', 'capit', 'ratio', 'remain', 'comfort', 'level', '', 'back', 'strong', 'capit', 'gener', 'signific', 'risk', 'weight', 'asset', 'mobil', 'quota', 'gener', 'basi', 'point', 'organ', 'absorb', 'basi', 'point', 'due', 'temporari', 'live', 'spain', 'increas', 'risk', 'weight', 'asset', 'densiti', 'relat', 'chang', 'mix', 'record', 'basi', 'point', 'charg', 'sharehold', 'remuner', 'line', 'payout']",2024 Q1
video_2024_Q1_1,"['also', 'basi', 'point', 'regulatori', 'charg', 'relat', 'matur', 'measur', 'civ', 'model', 'expect', 'temporari', 'revert', 'next', 'year', 'implement', 'basel', 'final', 'basi', 'point', 'posit', 'impact', 'mainli', 'relat', 'intang', 'valuat', 'avail', 'sale', 'portfolio', 'continu', 'deploy', 'capit', 'profit', 'growth', 'opportun', 'expand', 'asset', 'mobil', 'capabl', 'maxim', 'capit', 'product']",2024 Q1
video_2024_Q1_1,"['disciplin', 'capit', 'alloc', 'result', 'new', 'book', 'return', 'reed', 'asset', '', 'quarter', 'well', 'back', 'book', 'higher', 'last', 'year', 'creat', 'central', 'asset', 'manag', 'desk', 'aim', 'optim', 'capit', 'deploy', 'last', 'year', 'dispos', 'amount', 'capit', 'risk', 'equival', 'billion', 'reed', 'asset', 'cost', 'capit', 'around', 'half', 'new', 'origin', 'target', 'year', 'even', 'more']",2024 Q1
video_2024_Q1_1,"['that', 'side', 'dr', 'overti', 'thank', 'jose', 'first', 'all', 'quick', 'remind', 'continu', 'make', 'good', 'progress', 'toward', 'target', 'set', '', 'thank', 'uniqu', 'busi', 'model', 'execut', 'strategi', 'first', 'strong', 'increas', 'organ', 'capit', 'gener', 'execut', 'capit', 'alloc', 'plan', 'second', 'continu', 'improv', 'profit', 'investorday', 'target', 'rememb', 'you', 'rotat']",2024 Q1
video_2024_Q1_1,"['grow', 'profit', 'profit', 'sustain', 'abl', 'deliv', 'valu', 'creation', 'summari', 'finish', 'off', 'q', 'anoth', 'strong', 'quarter', 'support', 'recur', 'custom', 'revenu', 'grow', 'high', 'singl', 'digit', 'back', 'strong', 'perform', 'busi', 'region', 'structur', 'chang', 'simpler', 'integr', 'model', 'drive', 'effici', 'improv', 'profit', 'growth', 'essenti', 'evid', 'retail', 'consum']",2024 Q1
video_2024_Q1_1,"['rock', 'solid', 'balanc', 'sheet', 'robust', 'credit', 'qualiti', 'contribut', 'growth', 'doubl', 'digit', 'sharehold', 'valu', 'creation', 'strong', 'q', 'confid', 'achiev', 'target', 'well', 'gave', 'investor', 'day', '', 'support', 'first', 'import', 'acknowledg', 'support', 'global', 'busi', 'continu', 'execut', 'one', 'transform', 'revenu', 'perspect', 'expect', 'good', 'eye', 'perform', 'year']",2024 Q1
